origen_turistas,Isla,year,month,Num_turistas
Italia,Ibiza_Formentera,2011,7,83196.0
Reino Unido,Ibiza_Formentera,2011,7,136010.0
Alemania,Ibiza_Formentera,2011,7,53652.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2011,7,26511.0
Países nórdicos,Ibiza_Formentera,2011,7,2998.0
ESPAÑA,Ibiza_Formentera,2011,6,78893.0
Francia,Ibiza_Formentera,2011,6,12623.0
Italia,Ibiza_Formentera,2011,6,59709.0
Reino Unido,Ibiza_Formentera,2011,6,122783.0
Alemania,Ibiza_Formentera,2011,6,51892.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2011,6,16251.0
Países nórdicos,Ibiza_Formentera,2011,6,
ESPAÑA,Ibiza_Formentera,2011,5,49674.0
Francia,Ibiza_Formentera,2011,5,8507.0
Italia,Ibiza_Formentera,2011,5,30305.0
Reino Unido,Ibiza_Formentera,2011,5,80302.0
Alemania,Ibiza_Formentera,2011,5,37286.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2011,5,13363.0
Países nórdicos,Ibiza_Formentera,2011,5,
ESPAÑA,Ibiza_Formentera,2011,4,49971.0
Francia,Ibiza_Formentera,2011,4,4990.0
Italia,Ibiza_Formentera,2011,4,14178.0
Reino Unido,Ibiza_Formentera,2011,4,16660.0
Alemania,Ibiza_Formentera,2011,4,7785.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2011,4,7333.0
Países nórdicos,Ibiza_Formentera,2011,4,
ESPAÑA,Ibiza_Formentera,2011,3,36878.0
Francia,Ibiza_Formentera,2011,3,828.0
Italia,Ibiza_Formentera,2011,3,2986.0
Reino Unido,Ibiza_Formentera,2011,3,2095.0
Alemania,Ibiza_Formentera,2011,3,3178.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2011,3,597.0
Países nórdicos,Ibiza_Formentera,2011,3,
ESPAÑA,Ibiza_Formentera,2011,2,18022.0
Francia,Ibiza_Formentera,2011,2,266.0
Italia,Ibiza_Formentera,2011,2,1191.0
Reino Unido,Ibiza_Formentera,2011,2,1240.0
Alemania,Ibiza_Formentera,2011,2,459.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2011,2,509.0
Países nórdicos,Ibiza_Formentera,2011,2,
ESPAÑA,Ibiza_Formentera,2011,1,15059.0
Francia,Ibiza_Formentera,2011,1,798.0
Italia,Ibiza_Formentera,2011,1,1318.0
Reino Unido,Ibiza_Formentera,2011,1,879.0
Alemania,Ibiza_Formentera,2011,1,272.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2011,1,1149.0
Países nórdicos,Ibiza_Formentera,2011,1,
ESPAÑA,Ibiza_Formentera,2010,12,10537.0
Francia,Ibiza_Formentera,2010,12,1292.0
Italia,Ibiza_Formentera,2010,12,906.0
Reino Unido,Ibiza_Formentera,2010,12,481.0
Alemania,Ibiza_Formentera,2010,12,346.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2010,12,648.0
Países nórdicos,Ibiza_Formentera,2010,12,
ESPAÑA,Ibiza_Formentera,2010,11,16571.0
Francia,Ibiza_Formentera,2010,11,771.0
Italia,Ibiza_Formentera,2010,11,2905.0
Reino Unido,Ibiza_Formentera,2010,11,850.0
Alemania,Ibiza_Formentera,2010,11,605.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2010,11,1573.0
Países nórdicos,Ibiza_Formentera,2010,11,
ESPAÑA,Ibiza_Formentera,2010,10,23649.0
Francia,Ibiza_Formentera,2010,10,3881.0
Italia,Ibiza_Formentera,2010,10,13045.0
Reino Unido,Ibiza_Formentera,2010,10,45275.0
Alemania,Ibiza_Formentera,2010,10,32261.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2010,10,6445.0
Países nórdicos,Ibiza_Formentera,2010,10,332.0
ESPAÑA,Ibiza_Formentera,2010,9,66178.0
Francia,Ibiza_Formentera,2010,9,8767.0
Italia,Ibiza_Formentera,2010,9,41401.0
Reino Unido,Ibiza_Formentera,2010,9,109869.0
Alemania,Ibiza_Formentera,2010,9,52670.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2010,9,11508.0
Países nórdicos,Ibiza_Formentera,2010,9,
ESPAÑA,Ibiza_Formentera,2010,8,143955.0
Francia,Ibiza_Formentera,2010,8,20881.0
Italia,Ibiza_Formentera,2010,8,98342.0
Reino Unido,Ibiza_Formentera,2010,8,134986.0
Alemania,Ibiza_Formentera,2010,8,60225.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2010,8,16015.0
Países nórdicos,Ibiza_Formentera,2010,8,1235.0
ESPAÑA,Ibiza_Formentera,2010,7,112498.0
Francia,Ibiza_Formentera,2010,7,18791.0
Italia,Ibiza_Formentera,2010,7,76756.0
Reino Unido,Ibiza_Formentera,2010,7,136925.0
Alemania,Ibiza_Formentera,2010,7,55744.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2010,7,19934.0
Países nórdicos,Ibiza_Formentera,2010,7,3203.0
ESPAÑA,Ibiza_Formentera,2010,6,75756.0
Francia,Ibiza_Formentera,2010,6,7807.0
Italia,Ibiza_Formentera,2010,6,51127.0
Reino Unido,Ibiza_Formentera,2010,6,111347.0
Alemania,Ibiza_Formentera,2010,6,44337.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2010,6,14068.0
Países nórdicos,Ibiza_Formentera,2010,6,
